day,fair
24-05-2019,264
08-01-2020,353
27-10-2020,360
30-06-2020,119
09-02-2020,332
25-01-2018,86
14-06-2018,310
12-01-2018,85
19-11-2018,456
13-04-2019,272
30-07-2020,271
13-03-2020,438
24-02-2018,343
24-02-2020,186
24-12-2019,55
24-07-2020,341
05-03-2019,292
11-07-2020,219
03-01-2018,120
09-11-2020,357
13-04-2018,359
23-03-2018,438
12-07-2020,251
04-05-2019,293
03-06-2019,236
06-06-2019,220
31-01-2018,141
16-02-2019,381
30-10-2018,439
10-12-2020,55
11-07-2018,321
20-02-2019,269
10-10-2018,452
13-10-2019,401
14-08-2019,473
17-04-2018,103
09-08-2018,134
27-06-2019,416
30-05-2018,296
28-12-2019,60
26-11-2020,473
18-02-2018,189
17-11-2020,258
29-08-2019,410
24-08-2019,457
18-10-2020,379
03-02-2018,169
22-09-2020,357
31-03-2019,50
04-04-2019,220
11-07-2019,123
21-01-2020,124
27-08-2018,305
06-08-2019,111
10-03-2020,447
16-01-2019,165
18-01-2020,204
02-01-2019,354
20-08-2019,209
20-10-2020,110
14-02-2019,418
20-08-2019,113
25-09-2019,428
03-01-2018,117
10-07-2019,140
08-05-2020,132
28-07-2020,313
29-09-2018,94
10-01-2018,378
15-07-2020,381
08-05-2019,341
29-10-2019,246
22-04-2019,144
03-08-2019,76
19-04-2018,497
03-03-2020,424
21-01-2020,491
19-09-2020,436
13-11-2018,204
16-01-2018,211
04-11-2018,416
24-03-2018,53
06-07-2018,107
14-06-2018,389
05-01-2020,72
07-06-2018,66
17-09-2019,194
12-01-2020,158
13-02-2019,107
02-02-2020,358
25-11-2018,283
27-04-2019,83
12-05-2018,153
13-10-2018,266
03-06-2019,370
15-03-2020,105
25-11-2020,419
18-02-2018,264
06-06-2018,466
19-09-2018,256
22-09-2018,150
08-08-2018,151
29-03-2019,285
03-07-2018,178
25-09-2018,289
07-11-2019,234
04-04-2020,419
11-04-2019,284
27-07-2018,473
09-09-2019,153
31-10-2020,261
09-12-2019,307
18-07-2020,267
07-02-2019,275
06-03-2019,232
19-07-2019,302
04-09-2020,54
06-05-2018,266
07-09-2019,406
25-08-2018,484
06-09-2019,167
04-09-2020,410
09-05-2018,334
05-03-2018,273
21-04-2019,246
07-11-2020,163
20-03-2019,66
14-08-2019,116
05-05-2019,327
20-10-2018,275
21-11-2018,103
02-12-2020,461
15-08-2019,61
18-11-2019,361
17-06-2019,193
19-10-2018,158
10-11-2018,300
03-07-2020,319
18-12-2019,395
14-11-2018,56
04-07-2018,334
24-06-2020,286
04-04-2018,243
14-09-2018,307
31-03-2019,171
05-02-2019,402
26-05-2019,56
17-03-2020,281
24-01-2019,314
04-09-2019,272
06-03-2018,307
30-11-2020,236
14-09-2020,146
06-05-2019,354
27-03-2019,238
10-01-2020,404
06-09-2020,179
28-04-2020,449
11-09-2019,283
21-12-2020,318
24-03-2018,179
06-11-2018,197
02-05-2018,76
25-01-2018,420
29-05-2020,227
12-03-2019,265
11-05-2019,406
02-06-2019,231
01-09-2019,209
21-05-2019,119
21-12-2018,413
07-05-2018,87
29-05-2019,147
08-10-2018,188
01-04-2018,323
09-01-2019,124
13-10-2020,349
10-07-2019,429
24-04-2019,314
31-05-2018,91
07-10-2019,371
27-04-2019,63
28-05-2020,219
16-01-2019,273
23-11-2019,303
18-03-2019,212
18-05-2018,167
31-07-2018,413
25-08-2018,255
07-09-2019,477
10-06-2020,81
25-08-2019,203
26-06-2020,363
13-11-2020,310
08-10-2020,233
10-05-2020,111
31-03-2018,322
23-12-2019,187
10-07-2020,381
13-05-2019,293
14-04-2018,483
07-12-2020,202
01-02-2019,98
29-11-2020,381
02-06-2020,449
20-09-2018,174
03-12-2020,143
16-02-2019,486
04-03-2018,238
05-03-2020,495
05-06-2020,311
04-01-2018,449
19-12-2019,400
24-07-2020,118
17-11-2019,438
25-04-2018,417
06-06-2018,117
30-04-2019,477
12-09-2019,444
05-05-2019,395
16-06-2019,221
11-05-2019,88
17-11-2018,379
16-11-2018,369
19-03-2020,344
08-05-2020,149
15-01-2020,404
18-10-2018,477
26-04-2020,443
14-07-2019,98
17-02-2018,390
12-06-2018,296
07-06-2019,241
27-10-2019,169
19-09-2020,271
24-12-2019,122
17-12-2019,350
29-09-2018,315
09-11-2018,477
04-03-2018,344
27-06-2019,372
04-07-2020,254
17-04-2020,481
12-07-2018,152
24-07-2019,155
16-03-2020,51
15-12-2019,303
30-05-2019,396
28-07-2019,457
22-08-2020,157
12-02-2019,476
06-05-2018,213
26-10-2018,319
19-02-2020,261
16-04-2019,246
08-06-2020,198
19-03-2018,125
26-08-2020,310
05-12-2020,170
11-01-2020,323
15-06-2018,490
18-01-2019,332
31-01-2019,437
02-08-2020,239
15-11-2020,216
09-04-2019,424
28-10-2019,179
15-05-2020,393
18-01-2019,77
09-06-2018,326
26-02-2019,446
08-02-2019,440
28-05-2019,120
29-11-2019,392
02-08-2020,209
14-09-2019,361
26-07-2019,300
08-01-2018,314
18-08-2018,326
19-12-2018,207
13-01-2019,470
29-09-2019,263
12-02-2019,421
28-09-2018,197
26-02-2018,364
24-02-2019,156
18-10-2020,50
17-03-2019,79
22-08-2018,175
08-09-2020,235
28-07-2018,411
04-07-2020,137
26-12-2018,73
14-09-2018,209
14-12-2020,184
26-09-2019,51
04-01-2020,85
03-04-2020,123
01-04-2018,191
16-04-2019,194
03-12-2018,290
08-02-2018,152
04-12-2019,290
13-03-2018,120
11-12-2020,422
01-12-2019,231
26-03-2020,144
09-09-2020,242
09-05-2018,312
25-06-2018,55
29-09-2020,271
11-07-2018,221
09-05-2019,249
05-01-2018,207
15-08-2018,93
28-04-2018,224
13-09-2019,284
03-03-2020,470
09-02-2018,217
30-10-2018,274
15-02-2018,85
21-03-2020,93
24-10-2019,87
06-08-2018,420
01-06-2018,379
12-11-2019,399
03-12-2018,59
06-05-2018,206
06-03-2020,224
26-12-2019,62
19-02-2020,364
07-10-2018,371
05-05-2020,250
12-05-2018,198
28-10-2020,183
04-02-2019,327
11-09-2019,150
27-03-2018,189
15-04-2019,302
30-09-2018,290
26-09-2020,235
06-08-2020,228
28-07-2018,112
06-11-2019,287
02-01-2018,156
21-06-2020,278
04-10-2018,99
10-01-2018,150
01-06-2020,84
06-10-2018,352
28-05-2019,449
05-04-2020,397
21-03-2018,321
25-04-2018,423
17-09-2020,487
06-09-2018,196
03-12-2020,116
14-09-2020,311
01-08-2019,85
21-03-2019,192
23-12-2020,483
15-07-2020,487
12-02-2020,264
02-06-2020,334
05-06-2018,207
05-09-2019,430
03-06-2018,461
29-10-2018,72
22-01-2020,142
06-12-2018,497
04-10-2020,140
01-09-2018,327
11-06-2018,277
14-12-2020,164
23-10-2019,95
12-07-2018,138
23-09-2018,85
17-09-2019,306
03-11-2020,309
23-06-2019,392
28-07-2019,354
01-04-2018,120
02-12-2020,432
03-05-2018,492
13-04-2019,344
10-02-2020,402
01-01-2020,267
15-02-2019,86
21-05-2019,166
21-06-2018,432
19-10-2020,408
21-10-2020,104
25-01-2019,444
17-06-2020,172
14-06-2018,70
04-09-2018,327
24-04-2020,365
24-06-2018,242
13-08-2020,438
21-10-2018,487
15-10-2018,199
02-01-2018,283
29-12-2018,357
08-04-2019,301
30-03-2019,293
22-10-2019,226
09-11-2019,337
15-04-2019,312
23-05-2018,261
10-01-2020,283
02-12-2020,342
10-05-2018,181
01-11-2019,402
17-06-2019,240
31-03-2020,391
19-12-2019,131
16-01-2019,311
04-08-2018,439
09-01-2019,421
26-10-2018,427
05-03-2020,298
28-12-2019,441
20-05-2019,400
24-08-2018,238
03-12-2018,132
27-03-2020,467
17-02-2019,479
19-12-2020,319
20-06-2019,158
13-05-2020,274
09-06-2020,284
05-12-2018,425
06-08-2020,432
17-11-2019,453
21-07-2018,77
08-02-2019,307
15-12-2018,80
19-12-2020,454
16-02-2019,204
11-12-2019,228
16-07-2019,88
03-01-2018,397
22-03-2020,321
10-05-2020,356
06-07-2019,470
24-07-2018,146
06-10-2020,392
30-10-2018,375
18-05-2018,188
30-06-2019,493
30-09-2018,244
16-04-2019,482
28-07-2018,89
30-08-2018,378
17-03-2020,182
11-11-2018,311
24-05-2018,89
01-07-2019,87
24-10-2020,218
01-12-2019,53
07-05-2020,200
30-07-2018,110
02-11-2019,471
10-09-2018,296
10-09-2020,191
12-07-2019,462
26-06-2019,392
27-10-2018,168
02-11-2019,252
01-10-2018,144
20-02-2020,176
07-12-2020,498
02-07-2019,296
09-09-2020,115
25-06-2019,131
08-03-2019,189
29-10-2019,203
04-01-2020,444
12-05-2020,214
30-03-2018,212
02-02-2018,482
08-08-2020,319
18-12-2020,390
14-01-2018,305
16-04-2019,472
12-11-2018,324
09-02-2018,466
28-03-2018,111
27-11-2018,303
05-01-2018,191
20-08-2020,172
06-12-2018,205
10-04-2018,318
14-12-2020,317
03-10-2020,100
10-06-2020,206
22-10-2019,111
09-12-2020,64
24-01-2019,272
23-07-2020,296
16-03-2019,378
21-09-2020,404
20-07-2018,213
12-01-2018,293
04-08-2020,291
09-05-2018,75
13-05-2020,189
19-06-2019,221
02-06-2020,198
18-09-2019,413
20-07-2020,331
18-02-2019,387
04-01-2018,194
18-04-2020,341
09-05-2019,250
09-02-2019,481
21-10-2018,473
16-08-2020,467
19-10-2020,279
22-10-2020,247
23-03-2019,406
28-12-2020,142
20-07-2020,266
09-06-2018,256
24-09-2020,334
07-09-2018,268
15-09-2018,488
24-12-2018,281
02-03-2018,283
18-09-2020,354
05-10-2019,101
10-09-2020,93
21-10-2020,405
23-10-2019,264
07-02-2018,252
16-09-2019,416
23-11-2020,294
29-04-2018,496
02-07-2018,225
06-09-2019,464
09-04-2019,377
14-04-2020,341
08-12-2020,307
04-02-2018,155
22-02-2020,485
13-04-2018,373
15-10-2020,337
21-11-2019,482
30-10-2020,222
26-12-2019,145
05-09-2019,488
01-05-2019,302
25-06-2019,207
21-11-2018,285
06-05-2020,393
01-07-2020,126
08-07-2020,493
07-01-2018,297
10-05-2020,95
10-03-2020,462
24-01-2019,278
18-11-2020,173
30-01-2018,226
27-11-2019,324
01-01-2020,207
26-03-2020,449
17-04-2019,150
12-11-2020,346
09-01-2018,55
31-08-2019,394
03-03-2020,231
27-10-2020,322
10-11-2020,499
26-02-2020,457
25-09-2018,345
09-12-2018,384
15-07-2019,195
25-12-2018,401
24-01-2018,82
29-03-2018,368
12-08-2018,421
10-12-2020,135
24-01-2019,221
17-05-2019,258
04-12-2018,186
01-04-2019,265
08-02-2019,85
02-04-2019,279
16-11-2019,268
13-07-2019,71
17-06-2018,108
16-06-2018,60
15-12-2020,171
04-02-2020,150
24-01-2018,409
27-01-2020,256
12-01-2019,306
28-08-2020,192
30-03-2019,464
18-12-2018,421
06-11-2018,463
06-10-2018,257
16-02-2018,120
10-11-2019,348
06-01-2019,188
26-12-2019,160
23-08-2018,142
21-06-2019,149
28-01-2020,396
24-12-2020,460
07-06-2020,191
03-12-2018,97
20-08-2018,328
19-11-2018,254
02-09-2020,68
25-11-2019,466
27-11-2019,345
28-09-2018,117
13-11-2020,395
06-08-2020,76
21-05-2020,416
19-11-2018,345
15-01-2019,251
16-08-2018,357
12-07-2018,323
19-11-2018,246
17-01-2020,401
29-03-2019,346
22-03-2020,253
09-09-2020,490
11-02-2019,415
17-06-2018,381
19-03-2020,105
27-11-2018,154
08-10-2019,268
21-12-2018,352
01-03-2018,294
10-11-2020,391
03-06-2019,258
19-02-2020,217
28-05-2018,418
21-12-2018,349
12-11-2020,97
26-04-2019,231
12-12-2020,405
30-03-2018,379
03-06-2019,120
05-04-2019,50
25-06-2019,79
14-01-2018,94
08-11-2018,52
13-06-2018,442
24-01-2018,178
23-06-2019,107
23-08-2018,494
03-05-2020,315
09-04-2018,219
17-03-2020,481
22-01-2018,446
12-06-2019,268
30-04-2018,190
06-08-2018,78
03-02-2020,55
11-10-2019,115
25-03-2020,452
06-12-2018,320
05-07-2019,367
30-09-2018,399
17-12-2020,240
09-04-2019,337
05-09-2019,202
26-06-2018,261
29-03-2018,477
06-02-2018,73
31-07-2019,292
13-02-2018,335
22-05-2019,283
13-10-2019,326
01-12-2018,306
10-10-2019,128
30-11-2019,300
09-11-2019,55
05-11-2020,314
15-03-2020,173
25-08-2018,378
01-05-2020,89
12-02-2020,469
27-08-2020,485
02-12-2019,55
13-12-2018,299
17-05-2019,79
16-06-2019,239
13-10-2020,153
06-05-2020,151
08-03-2020,356
07-09-2019,375
15-07-2018,122
31-12-2019,221
31-03-2018,350
27-06-2018,165
15-02-2018,246
07-03-2018,445
22-03-2018,89
13-02-2019,281
09-08-2018,450
02-05-2018,91
27-06-2018,401
28-05-2020,94
18-08-2018,227
01-04-2018,185
04-05-2018,128
17-12-2020,425
03-04-2019,231
19-12-2019,271
07-01-2019,263
27-11-2020,166
15-07-2019,382
01-04-2019,189
13-01-2019,337
19-05-2020,132
27-04-2018,476
24-08-2019,435
11-07-2018,232
15-01-2019,153
22-04-2019,247
01-12-2019,171
05-05-2019,273
01-04-2018,300
23-02-2020,433
23-05-2018,265
08-05-2019,432
11-08-2020,225
11-05-2018,158
27-03-2019,371
08-08-2018,329
17-05-2019,108
28-12-2018,370
03-07-2020,212
10-06-2018,276
05-08-2019,317
03-10-2018,65
10-07-2020,301
30-03-2018,59
25-06-2019,109
16-09-2019,374
05-11-2018,86
10-12-2020,72
17-06-2018,428
17-01-2019,77
07-03-2020,479
19-02-2020,197
25-02-2018,265
02-03-2019,347
29-11-2020,103
23-11-2018,390
30-11-2020,296
12-11-2020,155
20-11-2020,335
17-04-2020,186
09-09-2019,159
04-08-2018,331
14-04-2018,360
03-11-2020,350
22-06-2019,289
08-09-2019,443
03-12-2019,161
12-04-2018,442
24-03-2019,415
01-01-2018,198
29-11-2018,431
13-07-2020,145
18-01-2018,135
01-04-2020,284
03-05-2020,124
26-12-2020,347
14-02-2018,274
06-01-2020,163
27-05-2018,128
09-01-2018,162
10-09-2020,418
18-11-2018,150
27-09-2020,170
05-12-2018,209
01-09-2019,441
08-02-2018,312
24-06-2020,347
10-05-2019,264
11-08-2019,449
31-10-2018,61
27-04-2018,449
10-11-2020,177
08-03-2020,445
05-01-2020,367
25-12-2019,110
08-12-2018,129
24-08-2019,220
05-02-2019,248
17-01-2018,72
28-11-2019,75
07-10-2018,429
19-10-2019,119
01-03-2018,375
27-04-2019,397
19-11-2019,163
26-03-2018,397
29-03-2018,63
08-07-2020,323
08-01-2020,368
06-12-2018,212
21-04-2019,388
17-06-2020,263
06-10-2020,424
04-02-2020,281
01-11-2018,58
11-01-2018,269
29-07-2019,135
11-08-2020,154
22-04-2020,260
21-02-2020,381
13-08-2019,497
24-09-2019,461
24-07-2018,89
03-09-2018,453
11-01-2020,429
14-08-2018,301
04-02-2019,241
06-06-2019,162
25-05-2020,273
12-10-2020,117
07-02-2020,358
25-02-2020,75
25-03-2019,226
16-10-2019,72
29-11-2019,217
31-08-2018,266
23-11-2020,478
11-10-2018,462
29-12-2018,249
13-06-2020,96
14-05-2020,379
02-03-2018,336
09-07-2020,82
12-05-2019,203
16-10-2019,433
06-05-2018,94
25-07-2018,429
06-11-2019,92
22-01-2020,367
16-12-2020,389
26-03-2018,50
20-07-2020,349
23-05-2019,310
27-02-2019,252
31-12-2019,125
22-10-2020,163
14-03-2018,374
25-04-2018,211
05-12-2018,148
26-05-2020,83
13-04-2019,146
11-06-2020,498
09-07-2020,57
25-07-2019,116
22-03-2019,335
02-03-2020,240
26-12-2020,152
06-03-2019,401
08-12-2018,123
31-05-2018,361
21-09-2018,186
15-11-2018,455
04-02-2020,124
18-04-2018,458
02-04-2019,153
19-12-2020,326
04-05-2019,464
02-03-2018,279
04-04-2018,343
29-11-2019,210
27-12-2019,115
02-05-2018,258
21-02-2019,292
26-03-2019,376
18-07-2020,426
06-04-2018,284
15-07-2018,445
01-03-2018,224
09-07-2020,407
16-02-2019,436
03-01-2019,330
26-05-2020,362
16-10-2020,499
26-01-2018,186
31-03-2018,493
16-10-2019,332
20-05-2019,147
25-11-2020,133
28-03-2020,139
04-06-2020,82
06-05-2018,358
16-09-2019,302
17-11-2018,417
30-10-2018,298
04-12-2020,183
21-01-2019,261
19-12-2019,383
28-03-2018,322
26-09-2019,491
25-09-2018,439
23-12-2019,278
20-03-2020,278
15-02-2019,462
27-07-2018,451
13-04-2018,429
02-11-2018,151
19-12-2018,126
28-05-2019,354
10-04-2018,447
13-08-2020,92
27-12-2018,329
08-10-2018,459
24-10-2018,225
10-10-2020,468
24-06-2020,265
10-05-2019,71
29-08-2020,107
19-06-2020,445
24-06-2019,432
31-03-2020,406
09-10-2020,200
05-03-2019,419
22-02-2019,467
18-07-2018,282
17-02-2020,329
17-12-2018,126
02-03-2019,63
25-06-2018,53
12-03-2019,421
06-10-2018,488
08-07-2020,59
26-01-2018,310
09-01-2019,179
01-08-2020,283
20-09-2019,355
08-12-2020,203
01-04-2020,164
24-09-2019,298
17-05-2018,132
20-12-2020,485
29-10-2019,216
04-05-2018,387
14-09-2019,326
08-06-2018,263
02-06-2018,146
16-12-2019,385
06-08-2020,239
21-07-2019,329
30-10-2020,266
18-08-2020,89
26-04-2020,222
01-09-2018,385
24-04-2020,465
07-06-2020,214
04-06-2019,278
06-03-2018,407
07-01-2018,107
30-01-2018,238
08-08-2019,333
18-06-2019,435
16-01-2019,362
28-05-2020,67
14-07-2020,385
23-08-2019,312
15-11-2018,356
22-08-2018,394
06-05-2018,409
15-02-2018,379
27-05-2019,390
05-09-2018,326
30-09-2018,412
10-12-2020,60
15-01-2020,226
05-03-2018,76
29-07-2018,287
20-02-2018,331
05-05-2019,223
19-05-2020,157
25-11-2019,266
06-01-2020,212
15-01-2019,455
18-02-2019,341
22-09-2019,158
08-08-2019,296
26-05-2019,133
18-05-2018,421
14-04-2020,293
08-04-2018,172
22-07-2020,425
11-06-2020,400
29-01-2020,358
13-08-2019,374
24-04-2019,403
02-03-2019,485
01-10-2020,70
31-03-2020,435
04-01-2020,181
10-08-2020,132
10-03-2018,347
28-01-2020,126
30-06-2018,223
19-08-2020,69
12-05-2018,412
02-07-2018,123
04-02-2018,283
06-06-2020,88
18-10-2020,251
19-05-2018,434
01-01-2018,92
16-05-2019,370
08-03-2020,454
21-11-2018,63
09-12-2018,278
19-04-2018,428
22-02-2020,158
16-11-2020,408
28-08-2020,492
15-12-2020,324
11-02-2020,450
19-04-2018,290
27-10-2019,62
29-05-2020,308
03-04-2018,63
21-12-2019,408
08-05-2018,368
23-11-2018,197
15-12-2018,362
01-01-2018,289
23-03-2019,211
11-12-2020,127
03-11-2018,441
28-11-2018,396
09-03-2020,96
04-02-2018,101
05-04-2019,91
11-03-2018,257
16-03-2020,431
27-09-2020,408
11-10-2019,57
06-08-2020,87
13-07-2019,492
17-08-2019,129
30-07-2018,223
14-09-2019,464
26-09-2019,472
13-01-2020,420
26-01-2020,173
07-10-2019,180
31-01-2019,122
05-09-2020,460
21-01-2018,172
15-12-2020,99
23-10-2020,463
14-07-2019,310
31-07-2019,71
23-08-2020,480
22-03-2020,401
23-03-2020,378
06-10-2018,352
28-11-2020,243
02-08-2019,264
05-07-2020,289
05-09-2018,171
29-05-2018,409
18-07-2019,224
03-03-2020,333
29-12-2019,314
25-08-2018,230
12-02-2020,335
18-12-2020,79
05-02-2018,442
18-08-2020,106
14-11-2018,303
08-09-2020,455
26-09-2019,67
13-01-2019,262
22-04-2019,181
30-08-2019,330
20-12-2018,435
23-06-2019,215
16-01-2018,131
07-05-2019,377
13-05-2019,74
24-03-2019,131
02-01-2020,388
16-01-2020,370
05-12-2018,92
16-08-2020,469
29-03-2019,100
17-08-2020,352
04-02-2018,499
10-02-2020,135
01-07-2018,130
17-01-2019,191
04-12-2019,355
28-04-2020,187
30-09-2019,298
17-03-2018,169
08-06-2020,373
14-03-2018,158
29-09-2020,135
14-12-2018,335
14-04-2020,447
05-10-2019,440
21-09-2019,231
04-01-2019,176
27-11-2020,291
17-08-2018,451
01-07-2018,135
08-10-2020,215
25-11-2018,377
07-01-2018,493
04-01-2018,125
18-08-2018,192
12-05-2019,313
12-10-2019,206
29-06-2018,176
12-06-2018,124
17-10-2019,203
25-10-2018,109
10-12-2020,302
19-03-2018,391
08-11-2019,264
26-04-2020,164
20-07-2019,373
08-01-2018,200
27-09-2019,89
04-08-2018,83
22-04-2018,92
31-10-2019,275
08-03-2019,94
13-03-2020,460
13-01-2018,246
02-12-2018,469
23-08-2018,284
18-02-2018,68
21-07-2019,356
26-09-2020,259
01-03-2019,252
14-12-2018,62
26-12-2020,299
10-05-2019,91
21-07-2018,116
01-05-2018,492
27-12-2018,61
15-10-2019,475
30-05-2018,334
26-02-2020,483
01-05-2018,459
29-05-2020,77
31-08-2020,269
13-12-2019,117
20-12-2019,76
24-04-2018,137
28-03-2020,112
16-04-2018,193
22-01-2019,432
11-04-2019,207
20-02-2018,487
05-08-2019,308
04-02-2019,118
25-04-2019,96
26-09-2018,271
03-06-2018,323
07-02-2020,105
08-12-2018,204
15-02-2020,282
30-11-2018,130
16-02-2019,254
10-07-2018,454
29-03-2018,233
30-08-2019,439
09-06-2018,442
07-03-2019,148
11-08-2019,484
30-06-2018,189
17-12-2019,200
10-01-2018,108
10-12-2019,441
29-04-2018,360
09-09-2018,491
16-05-2019,313
30-07-2019,286
29-08-2020,462
01-12-2020,490
12-05-2020,182
01-04-2018,110
27-03-2019,179
04-07-2020,85
23-11-2018,302
31-07-2020,429
12-06-2018,279
16-12-2018,160
12-11-2019,351
24-04-2020,185
31-03-2019,96
31-05-2018,180
02-03-2018,301
09-01-2020,133
05-08-2019,446
14-02-2018,79
13-07-2018,105
11-11-2020,249
24-12-2018,317
06-01-2018,202
14-08-2020,68
17-09-2018,475
07-03-2019,278
02-05-2018,135
01-05-2018,250
21-09-2020,199
17-08-2018,177
29-04-2019,149
18-11-2019,385
13-09-2018,456
02-04-2018,276
16-05-2018,418
05-02-2018,299
10-09-2019,435
17-07-2019,385
19-06-2018,391
19-04-2018,197
24-08-2019,422
22-05-2018,269
26-06-2020,457
27-11-2020,275
04-04-2019,109
01-02-2019,219
11-04-2019,166
21-11-2018,101
06-07-2018,62
19-07-2018,391
09-02-2018,161
12-06-2018,239
06-06-2020,187
27-07-2019,382
04-12-2019,87
02-02-2020,326
13-07-2019,245
10-01-2020,223
05-06-2018,328
03-02-2018,77
26-09-2020,139
15-07-2019,403
10-10-2019,193
25-06-2018,250
20-10-2019,148
06-04-2018,476
28-07-2020,447
08-01-2019,171
19-11-2019,204
02-10-2018,351
29-11-2019,146
17-12-2019,252
23-08-2020,183
28-07-2019,140
25-12-2019,239
16-02-2018,298
11-10-2020,202
11-07-2020,151
26-08-2020,433
20-06-2018,339
08-09-2019,183
03-07-2019,411
20-03-2018,461
07-01-2018,433
10-04-2018,258
01-10-2018,408
11-05-2019,108
21-10-2020,84
19-12-2018,374
18-03-2018,406
05-08-2018,150
10-01-2018,458
21-09-2019,481
17-07-2018,393
07-05-2020,76
26-02-2018,391
17-12-2018,283
25-02-2019,110
23-04-2020,124
22-05-2020,99
23-09-2018,209
25-07-2019,189
11-03-2018,282
30-12-2019,214
06-12-2018,175
28-09-2020,238
24-08-2018,345
08-03-2020,444
21-06-2018,407
17-02-2020,420
09-12-2019,495
17-03-2018,135
02-11-2018,444
29-11-2018,381
21-07-2018,282
03-08-2018,157
17-12-2019,204
02-04-2018,178
31-03-2020,343
08-03-2018,116
10-06-2018,302
12-04-2020,449
03-08-2018,269
14-10-2020,466
23-02-2020,249
08-12-2019,136
10-01-2020,124
06-03-2020,243
31-12-2018,197
08-11-2019,179
08-10-2019,206
14-03-2020,142
09-11-2020,419
29-05-2019,288
08-07-2020,241
28-09-2019,302
01-06-2020,197
30-11-2019,397
16-10-2019,425
05-04-2019,196
28-12-2019,316
29-06-2019,249
06-09-2019,52
07-09-2019,429
01-03-2018,155
01-02-2019,126
03-06-2019,402
28-07-2018,231
19-06-2018,490
03-12-2018,376
20-07-2018,454
28-07-2019,426
30-11-2018,271
27-07-2019,155
13-07-2019,125
27-08-2019,276
09-07-2019,227
10-08-2019,325
19-08-2019,183
06-04-2019,402
31-01-2018,430
19-09-2018,360
24-09-2020,145
15-12-2019,70
08-09-2018,373
12-02-2020,356
05-11-2020,385
12-09-2018,193
03-09-2020,122
03-07-2020,55
28-02-2019,50
26-09-2019,461
19-07-2019,268
25-05-2018,219
10-04-2019,336
18-04-2020,83
01-04-2020,88
10-04-2018,464
31-05-2018,230
14-02-2018,472
01-03-2020,331
10-11-2020,331
11-09-2020,230
14-01-2019,461
20-12-2020,256
17-06-2020,440
24-02-2019,449
16-07-2020,410
16-01-2018,189
15-06-2020,457
11-05-2019,381
11-01-2020,461
12-12-2018,226
27-02-2018,96
09-02-2019,434
09-02-2019,353
05-09-2018,376
13-01-2019,91
18-10-2020,85
13-04-2018,220
05-08-2019,51
22-03-2019,487
18-06-2019,231
16-11-2020,460
19-05-2018,472
20-10-2020,328
18-06-2020,456
03-02-2018,421
12-04-2019,256
24-01-2018,366
06-01-2019,255
27-04-2019,162
08-03-2018,86
30-10-2020,119
17-09-2019,357
27-07-2020,64
08-06-2018,481
23-08-2020,313
22-05-2020,256
22-09-2019,297
28-12-2018,51
26-08-2019,470
30-01-2019,381
21-08-2018,91
27-12-2018,137
10-11-2020,96
30-06-2019,139
19-08-2019,352
08-10-2019,290
16-09-2020,345
28-06-2018,396
16-11-2018,178
24-10-2019,371
26-02-2019,167
28-01-2020,435
06-04-2019,310
24-12-2020,230
20-10-2020,333
21-04-2020,365
05-07-2020,410
19-03-2018,83
26-04-2018,467
30-11-2018,405
09-03-2019,483
28-11-2019,56
12-06-2019,366
03-06-2018,259
09-10-2020,58
29-11-2018,334
29-04-2020,144
12-01-2019,123
03-10-2018,395
06-05-2019,364
17-03-2019,349
15-01-2020,367
16-10-2019,406
05-06-2020,135
01-08-2018,463
22-01-2020,426
27-02-2020,211
20-09-2018,206
23-04-2020,59
09-02-2020,80
26-01-2019,234
19-05-2019,370
26-04-2019,483
19-10-2019,377
28-10-2018,100
28-05-2018,442
10-04-2019,80
20-05-2019,139
31-05-2018,398
21-07-2018,408
22-10-2020,316
02-01-2018,177
03-06-2020,205
30-10-2020,201
28-09-2018,303
12-10-2019,349
26-09-2018,246
15-09-2018,374
03-08-2019,59
03-07-2019,297
21-05-2020,96
25-10-2020,319
31-12-2020,237
17-08-2020,101
22-05-2019,66
22-09-2019,413
01-09-2018,386
04-04-2020,320
05-09-2020,498
15-02-2019,241
07-04-2019,404
03-09-2020,446
15-01-2019,454
18-08-2020,119
10-03-2020,397
07-07-2019,285
15-04-2019,448
27-11-2020,451
18-10-2019,106
28-01-2018,73
19-01-2019,221
08-09-2018,288
06-01-2020,435
19-11-2018,453
29-11-2020,315
17-04-2020,192
12-08-2020,326
15-02-2018,132
12-03-2019,424
01-05-2019,93
25-04-2018,363
02-12-2019,376
02-05-2019,480
20-02-2020,258
08-07-2019,425
30-08-2018,391
09-03-2020,91
18-06-2020,454
06-10-2020,62
23-05-2019,426
24-03-2020,86
06-08-2020,389
24-08-2019,453
16-03-2019,167
16-10-2019,497
21-09-2019,86
13-11-2020,486
04-01-2020,293
05-01-2020,493
13-06-2019,456
21-09-2019,281
30-03-2020,72
27-07-2019,421
13-04-2019,353
09-09-2020,190
03-12-2018,204
11-05-2019,56
03-08-2020,166
26-01-2018,459
31-12-2020,321
27-08-2019,368
29-01-2020,327
20-04-2018,481
07-02-2019,486
27-08-2018,450
14-10-2019,374
18-11-2019,128
19-12-2018,208
07-03-2018,181
11-08-2019,200
23-12-2018,130
20-01-2019,70
07-12-2020,199
11-09-2018,77
14-09-2018,137
28-04-2019,401
27-06-2019,193
24-11-2019,272
23-02-2020,254
05-05-2019,147
11-03-2018,125
